num neighbors,mean error
1,9.584973369093039
2,10.736996184792053
3,9.43279945604956
4,10.150096324557092
5,9.410928115438372
6,9.671741019151591
7,9.606391417670835
8,9.845521852453446
9,9.497714652664978
10,10.171608808975183
11,9.693423488082194
12,10.019434895931706
13,9.693347939409966
14,10.106372530502778
15,9.910720356589733
16,10.1498696785404
17,10.041174026366487
18,10.45412306878707
19,10.171514373134894
20,10.519227137083064
