num neighbors,mean error
1,9.19361235976278
2,9.19361235976278
3,9.19361235976278
4,9.19361235976278
5,9.19361235976278
6,9.19361235976278
7,9.19361235976278
8,9.19361235976278
9,9.19361235976278
10,9.19361235976278
11,9.19361235976278
12,9.19361235976278
13,9.19361235976278
14,9.19361235976278
15,9.19361235976278
16,9.19361235976278
17,9.19361235976278
18,9.19361235976278
19,9.19361235976278
20,9.19361235976278
