num neighbors,mean error
1,9.367676500585501
2,10.628243871113966
3,9.584973369093039
4,9.997922411513619
5,9.563045366977677
6,9.758754202394893
7,9.563064254145731
8,9.802156914592228
9,9.367449854568804
10,9.932705020209267
11,10.01956710610811
12,10.2804366713255
13,10.019585993276166
14,10.193499036754428
15,9.715294828693382
16,10.215143731348922
17,10.063026479809617
18,10.649926340044571
19,10.215181505685036
20,11.01937823442753
